Amount Received,Amount Paid,Payment Format,Year,Month
166.81,380.13,Bank Transfer,2023,2
196.65,110.42,Credit Card,2022,4
457.62,171.12,Cash,2022,5
395.28,475.59,Cash,2021,11
493.15,448.59,Credit Card,2023,10
121.65,387.68,Debit Card,2023,10
226.63,229.92,Credit Card,2023,8
483.72,119.74,Bank Transfer,2023,6
275.75,398.76,Credit Card,2022,3
341.73,123.71,Credit Card,2022,2
327.9,481.74,Debit Card,2023,2
156.28,336.72,Bank Transfer,2022,5
392.44,334.08,Bank Transfer,2023,7
123.33,417.75,Debit Card,2022,12
315.19,257.96,Cash,2021,2
321.06,262.37,Cash,2021,9
180.74,109.24,Cash,2023,8
400.17,496.15,Bank Transfer,2022,1
458.47,249.25,Credit Card,2023,6
491.63,432.45,Cash,2022,7
110.73,186.62,Cash,2023,4
223.89,491.72,Credit Card,2023,7
469.93,318.77,Credit Card,2023,5
120.2,328.97,Credit Card,2021,2
208.81,194.06,Debit Card,2023,11
313.36,233.37,Credit Card,2022,12
396.08,107.55,Bank Transfer,2021,6
191.22,143.02,Cash,2021,10
220.14,103.05,Bank Transfer,2023,3
177.82,149.63,Debit Card,2021,1
277.22,491.53,Cash,2021,2
301.74,352.34,Debit Card,2021,3
459.69,443.92,Credit Card,2022,7
408.3,111.25,Bank Transfer,2021,5
386.14,166.21,Debit Card,2022,4
329.07,248.96,Cash,2022,4
231.43,104.26,Bank Transfer,2021,10
128.03,329.9,Cash,2021,10
203.52,136.45,Credit Card,2021,3
177.87,393.77,Debit Card,2023,6
191.16,297.52,Bank Transfer,2021,5
190.71,324.47,Bank Transfer,2022,2
272.22,417.66,Cash,2022,7
252.29,290.91,Debit Card,2022,5
234.82,403.47,Credit Card,2021,8
452.5,117.71,Bank Transfer,2021,1
181.09,396.21,Bank Transfer,2023,10
165.46,102.35,Cash,2023,11
130.4,310.21,Cash,2022,1
469.94,304.25,Bank Transfer,2021,10
177.74,110.26,Credit Card,2023,10
328.91,166.33,Cash,2023,4
249.49,326.06,Bank Transfer,2023,7
322.12,338.11,Bank Transfer,2021,12
357.03,226.96,Debit Card,2023,9
436.03,284.63,Cash,2023,6
302.91,125.45,Cash,2023,7
230.9,387.61,Debit Card,2023,4
172.43,441.25,Credit Card,2023,7
342.73,176.19,Cash,2021,1
152.8,210.32,Bank Transfer,2022,9
442.32,122.72,Debit Card,2023,10
111.12,153.57,Credit Card,2022,10
438.12,262.38,Bank Transfer,2022,4
187.7,420.66,Cash,2022,8
295.14,291.49,Cash,2023,6
392.21,173.75,Cash,2021,1
413.67,441.23,Credit Card,2021,1
260.71,341.67,Credit Card,2021,4
299.78,129.25,Credit Card,2021,12
111.83,382.31,Debit Card,2021,8
237.61,459.16,Cash,2022,8
204.63,206.19,Debit Card,2021,12
256.03,221.35,Bank Transfer,2022,4
220.36,214.41,Bank Transfer,2022,7
163.9,401.84,Debit Card,2023,4
476.69,467.08,Credit Card,2021,2
271.71,115.84,Bank Transfer,2021,10
355.12,143.3,Credit Card,2023,6
470.7,161.5,Debit Card,2022,7
328.99,247.12,Cash,2022,4
150.8,213.38,Cash,2023,4
415.43,314.58,Credit Card,2023,2
409.87,140.83,Cash,2021,11
261.84,436.4,Bank Transfer,2022,8
315.76,358.39,Debit Card,2023,7
269.95,491.03,Debit Card,2021,4
189.7,426.1,Bank Transfer,2023,3
405.17,142.32,Bank Transfer,2022,10
397.77,265.88,Bank Transfer,2023,6
358.82,239.77,Cash,2021,12
282.26,207.21,Debit Card,2023,4
285.92,123.42,Bank Transfer,2023,10
219.38,107.81,Credit Card,2023,2
206.29,258.87,Credit Card,2021,6
439.59,180.73,Cash,2022,7
443.75,368.15,Credit Card,2021,5
106.14,334.27,Cash,2021,10
387.84,361.24,Bank Transfer,2021,1
231.97,159.45,Bank Transfer,2021,10
467.74,322.53,Credit Card,2022,10
196.85,156.55,Cash,2022,2
234.16,232.41,Cash,2023,7
398.93,133.19,Debit Card,2021,9
129.64,340.88,Cash,2023,8
383.22,399.0,Cash,2022,3
369.87,497.94,Credit Card,2023,12
221.61,137.73,Bank Transfer,2023,12
385.11,415.07,Bank Transfer,2021,9
461.17,334.08,Bank Transfer,2021,3
421.58,119.6,Debit Card,2021,7
307.14,190.85,Bank Transfer,2023,6
152.98,257.0,Bank Transfer,2023,3
456.94,142.97,Cash,2022,10
295.89,429.17,Credit Card,2021,10
263.15,342.28,Cash,2021,3
319.1,356.7,Debit Card,2021,2
185.42,434.93,Cash,2022,12
234.48,243.68,Credit Card,2023,4
394.2,101.2,Debit Card,2022,7
325.39,347.49,Debit Card,2023,9
404.91,470.06,Debit Card,2023,3
404.79,410.85,Cash,2023,2
401.43,342.47,Debit Card,2023,2
157.68,212.87,Bank Transfer,2021,7
360.08,213.99,Debit Card,2022,12
292.07,405.28,Cash,2022,1
124.84,330.48,Credit Card,2021,1
434.02,144.18,Bank Transfer,2023,11
187.89,348.59,Credit Card,2022,5
105.18,283.37,Credit Card,2023,7
357.37,407.82,Debit Card,2023,7
168.84,224.23,Cash,2023,6
124.68,304.56,Cash,2023,3
473.51,472.45,Debit Card,2021,11
159.39,330.95,Bank Transfer,2022,4
308.02,459.18,Debit Card,2023,5
246.92,306.05,Cash,2023,10
117.9,388.86,Debit Card,2023,6
225.74,497.9,Cash,2023,11
240.19,209.35,Debit Card,2021,11
297.38,209.71,Credit Card,2023,1
382.69,399.3,Bank Transfer,2022,5
499.99,325.91,Cash,2021,2
307.43,324.1,Cash,2023,7
477.1,120.54,Cash,2021,6
310.98,358.98,Cash,2021,6
337.47,208.45,Bank Transfer,2023,6
155.63,339.85,Bank Transfer,2022,6
328.33,147.45,Cash,2023,6
204.22,140.92,Bank Transfer,2021,2
209.62,326.06,Bank Transfer,2022,11
273.55,231.25,Debit Card,2022,7
361.5,333.34,Cash,2022,7
346.93,220.75,Debit Card,2023,3
222.51,376.54,Cash,2021,3
111.5,317.0,Debit Card,2022,1
197.62,339.2,Debit Card,2023,9
281.13,198.42,Credit Card,2021,7
463.81,407.12,Credit Card,2023,5
344.15,171.95,Bank Transfer,2021,10
451.0,413.7,Cash,2023,12
337.61,391.0,Credit Card,2023,12
277.27,120.44,Cash,2022,2
231.43,432.44,Cash,2023,9
488.04,190.37,Debit Card,2021,7
291.3,372.51,Credit Card,2021,9
243.7,174.84,Debit Card,2021,5
463.09,300.48,Credit Card,2023,11
424.75,156.0,Credit Card,2022,8
335.5,168.99,Debit Card,2021,10
326.43,490.13,Bank Transfer,2022,11
298.94,447.65,Cash,2023,9
138.53,393.37,Bank Transfer,2022,9
375.0,418.26,Credit Card,2023,9
250.21,392.92,Bank Transfer,2023,8
106.81,125.38,Cash,2023,4
390.42,375.07,Bank Transfer,2023,6
151.72,420.04,Bank Transfer,2022,10
419.17,290.33,Cash,2021,7
203.83,432.38,Credit Card,2023,4
334.56,357.33,Debit Card,2023,4
327.91,396.78,Credit Card,2023,8
170.75,309.0,Credit Card,2021,6
275.61,470.33,Bank Transfer,2023,11
427.62,359.56,Cash,2023,6
488.79,398.86,Cash,2022,10
107.27,198.91,Credit Card,2021,7
158.66,385.91,Bank Transfer,2023,11
346.98,383.89,Cash,2021,7
101.01,168.91,Debit Card,2022,1
403.2,141.46,Debit Card,2023,10
333.21,183.92,Bank Transfer,2021,3
369.15,375.53,Credit Card,2021,7
349.7,185.1,Credit Card,2022,4
339.61,224.58,Bank Transfer,2021,1
140.96,400.96,Debit Card,2021,1
194.09,423.03,Bank Transfer,2023,4
285.57,433.89,Bank Transfer,2021,9
233.76,420.52,Debit Card,2022,8
413.22,152.0,Cash,2021,6
370.11,430.44,Credit Card,2023,1
224.59,157.75,Credit Card,2022,11
480.44,194.5,Credit Card,2022,7
357.7,416.99,Credit Card,2021,6
438.65,231.88,Credit Card,2021,8
461.83,419.31,Debit Card,2021,5
179.05,351.9,Bank Transfer,2023,8
259.09,307.71,Bank Transfer,2021,9
124.39,322.52,Bank Transfer,2022,6
159.13,375.91,Debit Card,2021,12
334.99,493.02,Credit Card,2023,6
306.85,485.75,Credit Card,2022,2
275.01,162.9,Debit Card,2023,10
386.78,396.32,Bank Transfer,2023,1
206.36,456.96,Credit Card,2023,2
265.78,474.58,Cash,2022,3
475.29,487.56,Debit Card,2023,11
326.84,408.19,Credit Card,2022,8
372.57,274.07,Bank Transfer,2022,5
398.2,378.96,Credit Card,2021,1
278.69,389.92,Credit Card,2021,12
272.32,243.68,Cash,2021,6
288.08,362.91,Debit Card,2023,3
444.81,384.62,Cash,2021,11
245.45,181.97,Bank Transfer,2023,7
454.11,317.73,Bank Transfer,2023,11
116.37,439.19,Cash,2022,10
201.13,366.12,Credit Card,2021,5
458.96,408.19,Credit Card,2021,2
473.11,466.5,Debit Card,2022,9
183.07,103.7,Debit Card,2021,5
186.86,191.91,Debit Card,2023,11
401.7,190.95,Credit Card,2021,12
244.59,404.4,Bank Transfer,2021,4
182.26,427.93,Bank Transfer,2023,2
190.89,321.54,Credit Card,2022,9
221.67,162.47,Credit Card,2022,11
433.2,220.53,Debit Card,2021,9
282.55,266.3,Cash,2022,12
150.84,452.07,Credit Card,2022,11
248.61,341.42,Debit Card,2022,4
229.27,344.09,Bank Transfer,2022,1
130.44,166.4,Cash,2021,7
429.32,490.47,Cash,2022,7
392.54,223.21,Bank Transfer,2021,11
274.22,415.61,Cash,2022,7
380.62,206.81,Debit Card,2021,3
235.48,415.56,Bank Transfer,2023,2
474.33,351.37,Debit Card,2021,2
300.31,202.24,Credit Card,2023,7
144.48,452.78,Debit Card,2022,9
290.07,328.62,Debit Card,2022,11
244.05,380.24,Bank Transfer,2022,11
113.64,280.78,Bank Transfer,2021,5
239.88,497.94,Cash,2022,11
490.54,377.36,Cash,2021,6
203.86,222.1,Cash,2023,1
389.6,169.49,Credit Card,2022,12
161.66,105.1,Credit Card,2022,8
167.73,133.4,Debit Card,2023,9
218.6,134.16,Cash,2022,1
105.85,185.52,Cash,2021,8
293.46,454.74,Cash,2021,2
487.93,341.63,Bank Transfer,2022,6
212.61,152.47,Bank Transfer,2023,2
367.93,246.59,Bank Transfer,2021,3
437.71,147.57,Cash,2021,1
475.78,304.4,Cash,2023,8
110.13,178.58,Cash,2023,3
438.05,490.63,Debit Card,2023,10
132.56,300.41,Debit Card,2021,1
225.35,218.46,Bank Transfer,2021,3
397.06,395.44,Bank Transfer,2023,3
247.3,146.44,Debit Card,2023,5
122.61,422.23,Cash,2021,11
397.3,197.19,Cash,2023,9
322.71,156.58,Cash,2023,9
286.1,172.09,Cash,2022,7
265.42,333.16,Cash,2023,7
351.26,451.83,Debit Card,2022,6
466.82,283.06,Cash,2022,11
268.18,288.69,Cash,2021,6
255.05,211.52,Bank Transfer,2023,3
244.51,223.94,Debit Card,2021,12
179.68,497.41,Debit Card,2021,11
433.11,211.13,Cash,2021,12
192.06,474.96,Cash,2022,2
321.76,228.97,Cash,2021,1
412.54,389.68,Cash,2023,7
110.32,203.18,Credit Card,2023,8
301.41,210.98,Cash,2023,11
260.89,470.64,Bank Transfer,2023,8
129.11,419.04,Bank Transfer,2021,3
427.49,450.31,Credit Card,2023,8
261.19,350.05,Bank Transfer,2021,2
249.08,265.06,Cash,2021,11
369.37,432.43,Credit Card,2023,6
277.39,125.0,Cash,2023,8
248.83,113.07,Debit Card,2021,8
324.98,377.08,Bank Transfer,2023,3
244.49,136.26,Credit Card,2023,3
401.45,112.68,Debit Card,2022,6
403.31,434.31,Credit Card,2021,9
402.02,202.18,Cash,2023,12
416.14,346.2,Debit Card,2023,10
317.39,498.88,Credit Card,2023,2
428.03,204.96,Cash,2022,8
207.39,459.34,Credit Card,2022,7
465.76,267.66,Credit Card,2023,11
260.81,404.54,Credit Card,2023,6
312.09,461.8,Bank Transfer,2022,12
166.5,159.58,Bank Transfer,2023,6
114.02,462.22,Cash,2021,9
136.7,267.45,Bank Transfer,2023,2
100.87,437.14,Cash,2021,11
408.25,243.49,Debit Card,2021,9
403.85,446.66,Bank Transfer,2021,1
266.7,377.36,Bank Transfer,2022,3
343.45,450.74,Cash,2021,12
160.02,166.34,Debit Card,2022,4
437.82,487.2,Bank Transfer,2023,9
348.43,184.54,Bank Transfer,2023,9
240.95,191.41,Credit Card,2022,3
442.52,190.15,Debit Card,2023,11
384.25,280.91,Bank Transfer,2023,3
267.31,457.06,Cash,2023,11
245.25,239.6,Cash,2021,11
180.61,170.91,Credit Card,2022,8
169.92,117.33,Credit Card,2023,12
280.59,455.8,Credit Card,2022,12
247.99,434.47,Credit Card,2021,9
124.56,169.76,Credit Card,2022,2
224.06,378.71,Cash,2021,12
153.5,174.97,Debit Card,2022,4
420.83,155.87,Credit Card,2021,6
291.29,454.77,Debit Card,2023,4
173.66,363.09,Cash,2023,3
164.57,476.36,Bank Transfer,2023,4
427.45,155.14,Debit Card,2021,12
322.72,468.84,Debit Card,2021,10
301.17,450.28,Debit Card,2021,3
279.2,222.51,Cash,2022,8
397.8,370.89,Cash,2021,12
320.13,389.02,Debit Card,2021,10
147.73,411.6,Debit Card,2023,3
127.78,481.51,Bank Transfer,2023,12
207.15,242.25,Credit Card,2022,8
489.31,422.91,Debit Card,2023,4
132.67,332.34,Credit Card,2021,8
315.2,438.82,Bank Transfer,2021,3
468.34,287.05,Bank Transfer,2023,6
130.74,220.04,Credit Card,2021,7
176.1,485.47,Credit Card,2023,1
348.4,164.39,Credit Card,2021,10
105.53,115.4,Credit Card,2022,7
470.5,453.72,Credit Card,2023,5
142.94,140.4,Cash,2022,9
124.17,411.36,Bank Transfer,2021,10
176.89,174.57,Credit Card,2022,6
344.14,314.69,Cash,2023,2
476.43,237.48,Debit Card,2022,12
291.63,136.34,Bank Transfer,2022,3
314.11,446.0,Bank Transfer,2021,9
277.23,219.9,Credit Card,2023,10
314.54,300.47,Bank Transfer,2022,6
207.74,259.4,Cash,2022,1
377.97,231.95,Credit Card,2021,6
383.97,191.72,Credit Card,2023,2
308.34,147.25,Bank Transfer,2023,4
443.8,136.26,Bank Transfer,2022,2
364.32,467.22,Debit Card,2022,3
297.4,202.63,Credit Card,2023,8
436.85,142.51,Credit Card,2023,3
333.73,104.46,Credit Card,2021,4
130.4,188.05,Debit Card,2022,6
421.04,396.98,Debit Card,2021,3
438.24,257.83,Credit Card,2022,9
119.23,478.79,Credit Card,2023,7
408.17,300.03,Debit Card,2022,9
492.34,412.74,Bank Transfer,2021,3
416.29,456.69,Credit Card,2023,7
259.15,105.9,Credit Card,2023,2
387.09,180.64,Credit Card,2022,11
216.87,386.93,Bank Transfer,2022,6
363.1,459.28,Debit Card,2022,1
307.01,117.04,Bank Transfer,2022,11
364.89,207.52,Bank Transfer,2022,1
265.53,402.24,Bank Transfer,2021,6
161.67,280.28,Cash,2023,2
268.42,133.41,Debit Card,2023,12
290.96,257.48,Credit Card,2023,6
371.14,313.22,Cash,2021,8
213.81,322.92,Bank Transfer,2022,4
358.26,250.02,Cash,2023,11
193.53,260.27,Cash,2021,2
405.96,403.32,Bank Transfer,2023,1
388.84,132.25,Bank Transfer,2022,6
147.1,483.58,Bank Transfer,2021,5
337.06,479.51,Debit Card,2022,12
135.22,168.29,Bank Transfer,2021,1
487.65,322.8,Bank Transfer,2021,4
235.7,301.56,Credit Card,2022,2
108.1,164.84,Credit Card,2022,4
301.45,199.22,Credit Card,2022,5
148.75,264.59,Debit Card,2023,11
360.38,331.18,Bank Transfer,2022,12
392.4,369.93,Cash,2021,6
443.71,382.21,Cash,2022,8
455.46,121.7,Bank Transfer,2023,7
223.78,200.78,Cash,2021,4
243.1,223.12,Debit Card,2023,4
489.79,342.27,Credit Card,2023,6
273.57,202.53,Cash,2021,11
261.88,116.29,Cash,2023,4
470.14,424.2,Bank Transfer,2023,5
174.92,443.83,Credit Card,2023,5
289.63,166.97,Credit Card,2022,10
294.17,177.0,Credit Card,2022,3
397.01,116.64,Cash,2021,1
274.17,401.34,Bank Transfer,2022,2
445.29,252.66,Credit Card,2021,9
368.1,342.9,Credit Card,2023,7
472.39,306.88,Credit Card,2023,12
204.81,378.06,Debit Card,2021,11
424.96,435.05,Debit Card,2023,8
146.71,458.52,Cash,2021,2
420.77,136.37,Credit Card,2022,8
439.49,437.96,Bank Transfer,2022,7
262.64,405.12,Debit Card,2023,12
380.01,450.39,Bank Transfer,2023,10
487.48,469.19,Credit Card,2021,12
173.97,491.76,Cash,2022,11
347.26,134.69,Bank Transfer,2023,8
118.97,245.78,Credit Card,2023,2
235.44,383.12,Bank Transfer,2023,11
156.47,207.39,Cash,2021,3
314.71,465.99,Cash,2023,8
341.29,214.44,Debit Card,2021,8
495.76,197.01,Bank Transfer,2023,6
486.72,473.76,Bank Transfer,2021,11
453.06,214.77,Debit Card,2023,11
326.99,214.51,Cash,2023,10
454.43,235.6,Debit Card,2021,1
241.97,489.04,Debit Card,2021,9
180.37,154.11,Credit Card,2022,5
310.42,294.13,Cash,2021,7
312.48,226.43,Credit Card,2023,7
464.03,154.63,Cash,2023,6
102.29,262.31,Bank Transfer,2022,4
442.22,356.89,Credit Card,2023,2
343.29,284.15,Debit Card,2022,8
475.86,221.86,Cash,2021,8
398.09,454.83,Bank Transfer,2021,1
246.5,223.66,Credit Card,2023,8
353.92,107.33,Cash,2022,3
247.89,324.57,Debit Card,2021,10
468.63,136.11,Cash,2023,5
107.87,427.59,Credit Card,2022,7
321.92,280.75,Debit Card,2023,9
302.93,130.04,Bank Transfer,2021,5
176.06,289.56,Cash,2022,2
271.26,273.2,Bank Transfer,2022,7
218.76,268.15,Debit Card,2023,9
368.16,366.64,Debit Card,2022,3
401.25,462.08,Debit Card,2023,7
408.56,371.28,Bank Transfer,2023,4
257.74,190.72,Credit Card,2021,6
176.56,168.34,Cash,2021,4
217.62,180.12,Cash,2021,11
313.89,305.89,Debit Card,2023,6
346.12,268.33,Bank Transfer,2023,9
417.95,156.71,Cash,2021,11
387.89,286.04,Credit Card,2023,5
169.75,101.13,Debit Card,2022,7
397.6,349.55,Debit Card,2023,3
146.04,277.77,Credit Card,2021,8
467.1,494.03,Bank Transfer,2021,5
375.91,164.05,Debit Card,2022,5
144.77,276.48,Credit Card,2021,7
434.63,107.46,Debit Card,2023,1
371.37,168.57,Credit Card,2022,9
384.76,486.42,Cash,2021,3
294.97,493.19,Debit Card,2021,2
341.88,106.62,Bank Transfer,2021,2
271.25,423.16,Credit Card,2022,5
327.0,273.86,Debit Card,2021,4
415.92,421.91,Credit Card,2023,3
179.91,292.13,Cash,2023,12
450.36,471.58,Cash,2023,11
222.4,164.84,Bank Transfer,2021,1
159.03,197.97,Credit Card,2022,2
353.82,210.45,Credit Card,2023,12
309.76,464.66,Bank Transfer,2023,1
216.61,231.49,Bank Transfer,2022,2
351.27,481.35,Bank Transfer,2022,2
385.74,352.41,Debit Card,2023,1
209.04,446.3,Bank Transfer,2023,2
146.66,439.09,Debit Card,2022,2
304.12,157.28,Cash,2022,1
213.19,195.35,Debit Card,2022,2
230.09,479.37,Bank Transfer,2023,5
297.59,144.68,Debit Card,2023,4
392.48,395.05,Debit Card,2023,7
105.98,458.29,Debit Card,2022,8
291.29,311.01,Debit Card,2022,7
149.4,246.44,Bank Transfer,2022,12
441.29,256.99,Debit Card,2023,9
203.91,199.42,Cash,2021,5
261.6,485.39,Credit Card,2021,11
118.97,272.09,Cash,2022,9
159.66,112.64,Credit Card,2021,12
100.72,154.87,Credit Card,2021,8
244.01,154.63,Bank Transfer,2022,9
424.28,192.05,Debit Card,2023,3
330.31,168.4,Cash,2021,6
435.96,249.11,Debit Card,2023,3
170.18,196.21,Credit Card,2022,11
370.94,404.16,Credit Card,2023,9
398.34,458.34,Debit Card,2022,10
237.6,182.52,Cash,2023,3
145.72,363.78,Credit Card,2022,10
396.88,335.55,Bank Transfer,2023,7
308.59,345.33,Debit Card,2022,2
287.89,114.2,Debit Card,2023,3
434.84,187.37,Credit Card,2023,9
297.16,217.3,Bank Transfer,2023,7
217.99,135.0,Debit Card,2021,3
399.37,483.9,Debit Card,2021,11
207.94,402.7,Cash,2022,6
210.51,162.19,Credit Card,2023,3
183.49,146.2,Cash,2022,1
141.35,420.91,Bank Transfer,2023,8
420.63,310.04,Credit Card,2022,3
380.27,132.05,Credit Card,2022,6
253.29,209.51,Credit Card,2021,11
389.99,150.36,Credit Card,2023,11
484.5,310.4,Credit Card,2023,11
286.5,311.74,Debit Card,2021,9
295.31,496.11,Cash,2022,10
311.62,129.03,Cash,2023,2
206.62,480.19,Credit Card,2023,6
199.2,339.32,Credit Card,2021,7
295.35,159.36,Bank Transfer,2021,7
300.29,292.16,Cash,2021,7
215.71,154.36,Bank Transfer,2022,1
332.93,443.26,Cash,2023,3
408.32,376.75,Cash,2023,11
375.83,465.96,Bank Transfer,2022,5
158.84,477.17,Cash,2021,2
356.96,154.78,Debit Card,2023,5
101.37,406.96,Debit Card,2022,4
257.08,211.07,Debit Card,2023,1
284.41,495.83,Debit Card,2023,5
418.22,184.81,Cash,2023,3
452.04,245.46,Credit Card,2023,1
387.28,217.53,Credit Card,2023,7
410.1,379.3,Credit Card,2021,12
472.65,225.32,Credit Card,2021,12
293.82,190.16,Debit Card,2021,7
211.89,156.01,Credit Card,2022,11
248.06,152.71,Debit Card,2022,11
271.45,484.83,Cash,2023,1
226.46,461.92,Cash,2023,12
221.49,368.21,Credit Card,2021,5
493.08,450.95,Bank Transfer,2021,4
496.93,494.45,Credit Card,2023,12
357.17,244.01,Credit Card,2021,7
423.92,411.41,Bank Transfer,2021,2
388.46,338.34,Credit Card,2023,5
372.84,145.83,Cash,2021,12
158.6,227.08,Cash,2023,5
154.69,108.88,Cash,2022,6
454.34,487.44,Bank Transfer,2023,11
105.71,245.16,Credit Card,2022,3
371.91,372.87,Debit Card,2023,9
421.91,485.05,Debit Card,2022,2
387.17,493.79,Cash,2023,8
157.76,282.37,Credit Card,2021,5
356.2,116.9,Cash,2022,9
149.39,484.59,Cash,2021,6
284.9,117.89,Debit Card,2022,10
361.93,415.1,Credit Card,2023,6
248.75,104.27,Credit Card,2023,8
306.9,423.24,Debit Card,2021,1
478.78,233.32,Credit Card,2022,3
224.16,300.01,Credit Card,2021,9
170.0,114.36,Bank Transfer,2023,2
463.03,130.34,Bank Transfer,2022,4
293.3,198.78,Bank Transfer,2022,6
298.54,304.77,Bank Transfer,2023,5
481.43,446.67,Cash,2022,7
207.12,115.27,Credit Card,2021,1
418.59,459.06,Bank Transfer,2023,5
324.06,168.56,Cash,2022,12
376.01,226.37,Credit Card,2023,7
288.26,376.08,Cash,2023,2
253.54,471.2,Bank Transfer,2023,11
157.62,194.06,Cash,2022,5
495.0,260.58,Credit Card,2022,3
390.88,211.72,Cash,2022,2
282.03,365.3,Bank Transfer,2023,9
297.17,419.36,Cash,2022,11
100.1,327.82,Cash,2023,6
111.84,196.78,Cash,2021,10
423.03,168.98,Credit Card,2022,5
118.47,147.01,Credit Card,2021,3
408.69,426.19,Debit Card,2021,8
385.35,127.71,Bank Transfer,2021,11
371.73,466.36,Debit Card,2023,10
317.8,233.37,Credit Card,2022,3
238.93,346.85,Bank Transfer,2021,1
489.04,392.97,Credit Card,2021,9
464.3,361.84,Credit Card,2022,4
289.73,208.3,Cash,2021,9
170.17,416.13,Cash,2021,11
193.83,211.67,Bank Transfer,2023,6
105.61,196.35,Debit Card,2021,7
448.91,240.68,Cash,2022,1
245.37,352.61,Cash,2021,1
294.33,347.0,Credit Card,2022,8
310.58,472.5,Bank Transfer,2021,5
417.25,180.49,Credit Card,2023,3
346.05,414.44,Bank Transfer,2023,5
127.71,142.76,Bank Transfer,2023,10
250.84,335.64,Cash,2022,4
282.51,484.67,Cash,2023,2
387.29,499.35,Cash,2023,12
413.62,152.64,Cash,2023,11
102.07,119.98,Bank Transfer,2023,7
339.47,289.0,Cash,2023,3
111.9,250.48,Debit Card,2023,7
434.18,335.6,Credit Card,2021,10
196.02,498.81,Bank Transfer,2021,4
233.25,170.19,Cash,2022,4
193.18,165.08,Credit Card,2022,6
447.11,339.11,Bank Transfer,2023,9
220.27,364.45,Cash,2023,5
396.85,241.54,Cash,2022,12
345.19,351.89,Bank Transfer,2021,3
445.09,444.11,Bank Transfer,2023,6
179.1,380.0,Cash,2021,6
306.89,104.15,Debit Card,2023,4
433.47,250.63,Bank Transfer,2022,7
344.24,101.55,Bank Transfer,2021,10
104.9,153.4,Credit Card,2021,7
201.43,334.51,Cash,2023,2
373.74,318.5,Cash,2023,9
344.64,135.29,Credit Card,2023,5
